variable,entite,label,nb_fichiers,nb_utilisations,exemples_fichiers
logement_chambre,menage,Le logement est considéré comme une chambre,9,9,mes-aides.gouv.fr/500E_mois_APL_Zone_3.yaml; mes-aides.gouv.fr/500E_mois_APL_Zone_2.yaml; mes-aides.gouv.fr/testMAcas1_6_couple_accedant_a_la_propriete_AL_1126_E_M_de_salaire_net.yaml; ... et 6 autres
logement_conventionne,menage,Logement conventionné,1,1,formulas/aides_logement_reforme_janvier_2021.yaml
logement_crous,menage,Le logement est géré par les CROUS ,1,1,formulas/aides_logement_etudiant.yaml
loyer,menage,Loyer ou mensualité d,54,66,mes-aides.gouv.fr/test_mes_aides_5438036f6c1222dc0d3ec937.yaml; mes-aides.gouv.fr/test_mes_aides_54367da883a4916e4d5a13a3.yaml; mes-aides.gouv.fr/test_mes_aides_54dc766af675ddd34432f3a4.yaml; ... et 51 autres
macc_exon,individus,Revenus industriels et commerciaux non professionnels nets exonérés (régime micro entreprise),2,4,calculateur_impots/yaml/regime_micro_BIC_non_pro.yaml; calculateur_impots/yaml/rpns_pv.yaml
macc_imps,individus,Revenus industriels et commerciaux non professionnels imposables: prestations de services (régime micro entreprise),2,4,calculateur_impots/yaml/regime_micro_BIC_non_pro.yaml; calculateur_impots/yaml/rpns_pv.yaml
macc_impv,individus,Revenus industriels et commerciaux non professionnels imposables: vente de marchandises et assimilées (régime micro entreprise),1,3,calculateur_impots/yaml/regime_micro_BIC_non_pro.yaml
macc_pvce,individus,Plus-values industrielles et commerciales non professionnelles imposables: plus-values de cession taxables selon droit commun (régime micro entreprise),2,4,calculateur_impots/yaml/regime_micro_BIC_non_pro.yaml; calculateur_impots/yaml/rpns_pv.yaml
macc_pvct,individus,Plus-values industrielles et commerciales non professionnelles imposables: plus-values nettes à court terme (régime micro entreprise),1,3,calculateur_impots/yaml/regime_micro_BIC_non_pro.yaml
maries,famille,maries,2,5,formulas/asi_aspa.yaml; formulas/asi.yaml
maries_ou_pacses,foyer_fiscal,Déclarants mariés ou pacsés,3,15,impot_revenu/nombre_de_parts/maries_ou_pacses.yaml; formulas/cs/acs.yaml; formulas/cs/cmu.yaml
mbic_exon,individus,Revenus industriels et commerciaux professionnels nets exonérés (régime micro entreprise),1,3,calculateur_impots/yaml/regime_micro_BIC_pro.yaml
mbic_imps,individus,Revenus industriels et commerciaux professionnels imposables: prestations de services et locations meublées (régime micro entreprise),2,4,calculateur_impots/yaml/rpns_pv.yaml; calculateur_impots/yaml/regime_micro_BIC_pro.yaml
mbic_impv,individus,Revenus industriels et commerciaux professionnels imposables: vente de marchandises (régime micro entreprise),1,3,calculateur_impots/yaml/regime_micro_BIC_pro.yaml
mbic_pvce,individus,Plus-values industrielles et commerciales professionnelles imposables: plus-values de cession taxables selon droit commun (régime micro entreprise),2,4,calculateur_impots/yaml/rpns_pv.yaml; calculateur_impots/yaml/regime_micro_BIC_pro.yaml
mbic_pvct,individus,Plus-values industrielles et commerciales professionnels imposables: plus-values nettes à court terme (régime micro entreprise),2,4,calculateur_impots/yaml/rpns_pv.yaml; calculateur_impots/yaml/regime_micro_BIC_pro.yaml
month:2021-01:12,individus,,1,14,formulas/agepi.yaml
mrag_impo,individus,Revenus agricoles imposables (régime micro BA),1,2,calculateur_impots/yaml/regime_microBA.yaml
mrag_pvce,individus,Plus-values agricoles (régime microBA) à long-terme taxable selon droit commun,1,1,calculateur_impots/yaml/rpns_pv.yaml
mrag_pvct,individus,Plus-values agricoles (régime microBA) à court-terme,1,1,calculateur_impots/yaml/rpns_pv.yaml
nacc_defn,individus,Déficits industriels et commerciaux non professionnels: régime normal ou simplifié sans CGA (régime du bénéfice réel),1,3,calculateur_impots/yaml/regime_benef_reel_BIC_nonpro_sans_cga.yaml
nacc_exon,individus,Revenus industriels et commerciaux non professionnels exonérés yc plus-values sans CGA (régime du bénéfice réel),1,3,calculateur_impots/yaml/regime_benef_reel_BIC_nonpro_sans_cga.yaml
nacc_impn,individus,Revenus industriels et commerciaux non professionnels imposables: régime normal ou simplifié sans CGA (régime du bénéfice réel),1,3,calculateur_impots/yaml/regime_benef_reel_BIC_nonpro_sans_cga.yaml
nacc_meup,individus,Locations meublées non professionnelles: Locations meublées et chambre d,1,3,calculateur_impots/yaml/regime_micro_BIC_location.yaml
nacc_pres,individus,Locations meublées non professionnelles: Gîtes ruraux et chambres d,1,3,calculateur_impots/yaml/regime_benef_reel_BIC_location_avec_cga.yaml
nacc_pvce,individus,Locations meublées non professionnelles: Revenus imposables sans CGA (régime du bénéfice réel),1,3,calculateur_impots/yaml/regime_benef_reel_BIC_location_sans_cga.yaml
nbF,foyer_fiscal,Nombre d,83,330,calculateur_impots/yaml/caseP.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml; calculateur_impots/yaml/reduc_intagr.yaml; ... et 80 autres
nbG,foyer_fiscal,Nombre d,83,310,calculateur_impots/yaml/caseP.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml; calculateur_impots/yaml/reduc_intagr.yaml; ... et 80 autres
nbH,foyer_fiscal,Nombre d,83,318,calculateur_impots/yaml/caseP.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml; calculateur_impots/yaml/reduc_intagr.yaml; ... et 80 autres
nbI,foyer_fiscal,Nombre d,83,310,calculateur_impots/yaml/caseP.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml; calculateur_impots/yaml/reduc_intagr.yaml; ... et 80 autres
nbJ,foyer_fiscal,Nombre d,79,302,calculateur_impots/yaml/caseP.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml; calculateur_impots/yaml/reduc_intagr.yaml; ... et 76 autres
nbN,foyer_fiscal,Nombre d,13,48,calculateur_impots/yaml/caseP.yaml; calculateur_impots/yaml/plaf_qf_family.yaml; calculateur_impots/yaml/nbI.yaml; ... et 10 autres
nbR,foyer_fiscal,Nombre de titulaires (autres que les enfants) de la carte invalidité d,79,302,calculateur_impots/yaml/caseP.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml; calculateur_impots/yaml/reduc_intagr.yaml; ... et 76 autres
nbic_defn,individus,Déficits industriels et commerciaux: régime normal ou simplifié sans CGA (régime du bénéfice réel),1,3,calculateur_impots/yaml/regime_benef_reel_BIC_pro_sans_cga.yaml
nbic_defs,individus,Déficits industriels et commerciaux: régime normal ou simplifié sans CGA (régime simplifié du bénéfice réel),1,3,calculateur_impots/yaml/regime_benef_reel_BIC_location_sans_cga.yaml
nbic_exon,individus,Revenus industriels et commerciaux nets exonérés yc plus-values sans CGA (régime du bénéfice réel),1,3,calculateur_impots/yaml/regime_benef_reel_BIC_pro_sans_cga.yaml
nbic_impm,individus,Locations meublées imposables sans CGA (régime du bénéfice réel),1,3,calculateur_impots/yaml/regime_benef_reel_BIC_pro_sans_cga.yaml
nbic_impn,individus,Revenus industriels et commerciaux professionnels imposables: régime normal ou simplifié sans CGA (régime du bénéfice réel),1,3,calculateur_impots/yaml/regime_benef_reel_BIC_pro_sans_cga.yaml
nbnc_pvce,individus,Déficits industriels et commerciaux: locations meublées sans CGA (régime du bénéfice réel),1,3,calculateur_impots/yaml/regime_benef_reel_BIC_pro_sans_cga.yaml
nlnp_defs,individus,Déficits de locations meublées non professionnelles imposables sans CGA (régime du bénéfice réel),1,3,calculateur_impots/yaml/regime_benef_reel_BIC_location_sans_cga.yaml
nrag_defi,individus,"Déficits agricoles (Régime du bénéfice réel, revenus ne bénéficiant pas de l",1,4,calculateur_impots/yaml/regime_benef_reel_agricole_sans_cga.yaml
nrag_impg,individus,"Revenus agricoles imposables, cas général moyenne triennale (Régime du bénéfice réel, revenus ne bénéficiant pas de l",1,4,calculateur_impots/yaml/regime_benef_reel_agricole_sans_cga.yaml
paje_base,famille,Allocation de base de la PAJE,123,123,mes-aides.gouv.fr/test_mes_aides_5438036f6c1222dc0d3ec937.yaml; mes-aides.gouv.fr/test_mes_aides_54818e47aad65891668c6d8c.yaml; mes-aides.gouv.fr/test_mes_aides_545a4dc2ffe6a1e044e6c2a2.yaml; ... et 120 autres
paje_naissance,famille,Allocation de naissance de la PAJE,1,1,formulas/cs/cmu_fiab.yaml
paje_prepare,famille,Prestation Partagée d’éducation de l’Enfant (PreParE),1,1,formulas/cs/cmu_fiab.yaml
participation_frais,menage,Partipation aux frais de logement pour un hebergé à titre gratuit,22,22,mes-aides.gouv.fr/test_mes_aides_546b4abfde0b44f86312e9e3.yaml; mes-aides.gouv.fr/test_mes_aides_5591409ca7a520fc2f41dc86.yaml; mes-aides.gouv.fr/test_mes_aides_553fb691f0058c5b39237060.yaml; ... et 19 autres
pcrtp_nombre_actes_assistance,individus,Nombre d,1,1,formulas/rente_at.yaml
pensions_alimentaires_percues,individus,Pensions alimentaires perçues,17,17,mes-aides.gouv.fr/test_mes_aides_546b4abfde0b44f86312e9e3.yaml; mes-aides.gouv.fr/test_mes_aides_5592b42d131e5b05301ebc8f.yaml; formulas/asf/asf_2018_04.yaml; ... et 14 autres
pensions_alimentaires_versees,foyer_fiscal,Pensions alimentaires versées,6,6,mes-aides.gouv.fr/test_mes_aides_5592b42d131e5b05301ebc8f.yaml; mes-aides.gouv.fr/test_mes_aides_5591478e131e5b05301eb8fa.yaml; mes-aides.gouv.fr/test_mes_aides_55913e82131e5b05301eb89c.yaml; ... et 3 autres
pensions_alimentaires_versees_individu,individus,Pensions alimentaires versées pour un individu,2,2,formulas/cs/acs.yaml; formulas/cs/cmu_fiab.yaml
pensions_invalidite,individus,Pensions d,2,2,mes-aides.gouv.fr/test_mes_aides_54661ad9f36fa43e77898968.yaml; formulas/ass_revenus_immo.yaml
pole_emploi_categorie_demandeur_emploi,individus,Le classement des demandeurs d’emploi dans les différentes catégories d’inscription à Pôle Emploi,1,14,formulas/agepi.yaml
ppa,famille,Prime Pour l,13,17,mes-aides.gouv.fr/500E_mois_APL_Zone_3.yaml; mes-aides.gouv.fr/ludwig_test_1515421140631.yaml; formulas/per.yaml; ... et 10 autres
prestation_compensatoire,individus,Prestation compensatoire,2,2,mes-aides.gouv.fr/test_mes_aides_54661ad9f36fa43e77898968.yaml; formulas/cs/cmu_rente_at.yaml
prestations_familiales_base_ressources_individu,individus,Base ressource individuelle des prestations familiales,1,4,formulas/aides_logement.yaml
prime_forfaitaire_mensuelle_reprise_activite,individus,Prime forfaitaire mensuelle pour la reprise d,1,1,mes-aides.gouv.fr/test_mes_aides_54661ad9f36fa43e77898968.yaml
primes_fonction_publique,individus,Calcul des primes pour les fonctionnaires,1,2,cotisations_sociales_simulateur_IPP.yaml
proprietaire_proche_famille,famille,Le propriétaire du logement a un lien de parenté avec la personne de référence ou son conjoint,37,37,mes-aides.gouv.fr/test_mes_aides_5438036f6c1222dc0d3ec937.yaml; mes-aides.gouv.fr/test_mes_aides_54367da883a4916e4d5a13a3.yaml; mes-aides.gouv.fr/test_mes_aides_54dc766af675ddd34432f3a4.yaml; ... et 34 autres
rente_accident_travail,individus,Montant mensuel de la rente d’accident du travail,1,4,formulas/cs/cmu_rente_at.yaml
rente_viagere_titre_onereux,foyer_fiscal,Rentes viagères (rentes à titre onéreux),1,1,formulas/visale.yaml
residence_mayotte,menage,,2,14,formulas/agepi.yaml; formulas/ass_mayotte.yaml
ressortissant_eee,individus,Individu ressortissant d,1,1,formulas/aspa.yaml
retraite_brute,individus,Retraite brute,2,2,mes-aides.gouv.fr/ludwig_test_1520950068799.yaml; mes-aides.gouv.fr/test_mes_aides_54661ad9f36fa43e77898968.yaml
retraite_combattant,individus,Retraite du combattant,1,1,mes-aides.gouv.fr/test_mes_aides_54661ad9f36fa43e77898968.yaml
retraite_imposable,individus,Retraites au sens strict imposables (rentes à titre onéreux exclues),8,8,mes-aides.gouv.fr/test_mes_aides_5592b42d131e5b05301ebc8f.yaml; mes-aides.gouv.fr/test_mes_aides_5591478e131e5b05301eb8fa.yaml; mes-aides.gouv.fr/test_mes_aides_55913e82131e5b05301eb89c.yaml; ... et 5 autres
retraite_nette,individus,Pensions de retraite nettes,3,3,mes-aides.gouv.fr/ludwig_test_1520950068799.yaml; mes-aides.gouv.fr/test_mes_aides_54661ad9f36fa43e77898968.yaml; formulas/ass_abbattement.yaml
revenu_assimile_pension,individus,"Revenu imposé comme des pensions (retraites, pensions alimentaires, etc.)",1,1,calculateur_impots/yaml/reduc_sous_conditions_ressources.yaml
revenus_locatifs,individus,Revenus locatifs,3,3,formulas/rsa/rsa_revenus_locatifs.yaml; formulas/ass_revenus_immo.yaml; formulas/ass_abbattement.yaml
revimpres,individus,Revenus nets à imposer aux prélèvements sociaux,1,1,calculateur_impots/yaml/regime_benef_reel_BIC_location_avec_cga.yaml
rfr,foyer_fiscal,Revenu fiscal de référence,8,8,mes-aides.gouv.fr/test_mes_aides_55688ea5a3f5be1046accf60.yaml; mes-aides.gouv.fr/test_mes_aides_5592b42d131e5b05301ebc8f.yaml; mes-aides.gouv.fr/test_mes_aides_5591478e131e5b05301eb8fa.yaml; ... et 5 autres
rpns_auto_entrepreneur_CA_bnc,individus,Chiffre d,1,1,mes-aides.gouv.fr/test_mes_aides_5540d71646bea9643939530f.yaml
rpns_autres_revenus,individus,Autres revenus non salariés,2,2,mes-aides.gouv.fr/test_mes_aides_553fa8b7301cd06239697158.yaml; mes-aides.gouv.fr/test_mes_aides_5540d71646bea9643939530f.yaml
rpns_autres_revenus_chiffre_affaires,individus,Chiffre d,1,1,mes-aides.gouv.fr/test_mes_aides_553fa8b7301cd06239697158.yaml
rpns_benefice_exploitant_agricole,individus,Dernier bénéfice agricole,5,5,mes-aides.gouv.fr/test_mes_aides_553fb691f0058c5b39237060.yaml; mes-aides.gouv.fr/test_mes_aides_553fb8f917d9db60391c3418.yaml; mes-aides.gouv.fr/test_mes_aides_5550bb6d80e2305831984803.yaml; ... et 2 autres
rsa,famille,Revenu de solidarité active,133,161,mes-aides.gouv.fr/test_mes_aides_5438036f6c1222dc0d3ec937.yaml; mes-aides.gouv.fr/test_mes_aides_54818e47aad65891668c6d8c.yaml; mes-aides.gouv.fr/test_mes_aides_545a4dc2ffe6a1e044e6c2a2.yaml; ... et 130 autres
rsa_base_ressources_minima_sociaux,famille,Minima sociaux inclus dans la base ressource RSA/RMI,1,10,formulas/rsa/rsa_exclusion_foyer.yaml
rsa_base_ressources_prestations_familiales,famille,Prestations familiales inclues dans la base ressource RSA/RMI,2,12,formulas/rsa/rsa_exclusion_foyer.yaml; formulas/ppa/ppa.yaml
rsa_isolement_recent,famille,Situation d,40,43,mes-aides.gouv.fr/test_mes_aides_53d7b76df6aa390200a6cd5c.yaml; mes-aides.gouv.fr/test_mes_aides_546b4abfde0b44f86312e9e3.yaml; mes-aides.gouv.fr/test_mes_aides_546b0787fc9936ff63f8565c.yaml; ... et 37 autres
rsa_jeune_condition_heures_travail_remplie,individus,Éligible au RSA si la personne a moins de vingt-cinq ans et a travaillé deux ans sur les trois dernières années,1,1,formulas/rsa.yaml
salaire_de_base,individus,Salaire de base,17,19,mes-aides.gouv.fr/test_mes_aides_551d4d49d8e0018545eb071b.yaml; mes-aides.gouv.fr/test_mes_aides_55688ea5a3f5be1046accf60.yaml; mes-aides.gouv.fr/testMAcas1_6_couple_accedant_a_la_propriete_AL_1126_E_M_de_salaire_net.yaml; ... et 14 autres
salaire_imposable,individus,Salaires imposables,100,339,calculateur_impots/yaml/caseP.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml; formulas/irpp_cehr.yaml; ... et 97 autres
salaire_net,individus,Salaires nets d,26,70,mes-aides.gouv.fr/test_mes_aides_5591409ca7a520fc2f41dc86.yaml; formulas/cs/cmu_rente_at.yaml; formulas/rente_at.yaml; ... et 23 autres
scolarite,individus,Scolarité de l,15,15,mes-aides.gouv.fr/test_mes_aides_54ac0ceed20bc238169b4b06.yaml; mes-aides.gouv.fr/test_mes_aides_54ac15d34939ba3216001203.yaml; mes-aides.gouv.fr/test_mes_aides_54ac144061ba79341658e5c5.yaml; ... et 12 autres
stagiaire,individus,L,1,12,formulas/agepi.yaml
statut_marital,individus,Statut marital,131,402,calculateur_impots/yaml/caseP.yaml; calculateur_impots/yaml/reduc_scelli_metro_bbc.yaml; impot_revenu/pfu_bareme.yaml; ... et 128 autres
statut_occupation_logement,menage,Statut d,140,198,mes-aides.gouv.fr/test_mes_aides_5438036f6c1222dc0d3ec937.yaml; mes-aides.gouv.fr/test_mes_aides_54818e47aad65891668c6d8c.yaml; mes-aides.gouv.fr/test_mes_aides_545a4dc2ffe6a1e044e6c2a2.yaml; ... et 137 autres
taille_entreprise,individus,Catégorie de taille d,1,2,cotisations_sociales_simulateur_IPP.yaml
taux_accident_travail,individus,Approximation du taux accident à partir de l,1,5,formulas/rente_at.yaml
taux_incapacite,individus,Taux d,19,23,mes-aides.gouv.fr/ludwig_test_1515421207606.yaml; mes-aides.gouv.fr/test_mes_aides_556886e1a0084c3b26e9d1d5.yaml; mes-aides.gouv.fr/test_mes_aides_59415de47770d2503676954c.yaml; ... et 16 autres
tns_autres_revenus_type_activite,individus,Type d,4,4,mes-aides.gouv.fr/ludwig_test_1520950068799.yaml; mes-aides.gouv.fr/test_mes_aides_553fa8b7301cd06239697158.yaml; mes-aides.gouv.fr/test_mes_aides_555aff483b9f6b603184d3a8.yaml; ... et 1 autres
tns_avec_employe,individus,Le TNS a au moins un employé. Ne s,1,1,mes-aides.gouv.fr/test_mes_aides_555aff483b9f6b603184d3a8.yaml
traitement_indiciaire_brut,individus,Traitement indiciaire brut (TIB),1,2,cotisations_sociales_simulateur_IPP.yaml
type_intensite_activite,individus,Le type d,1,14,formulas/agepi.yaml
valeur_immo_non_loue,individus,Valeur des biens immobiliers possédés et non loués,3,11,formulas/patrimoine.yaml; formulas/cs/acs.yaml; formulas/aides_logement.yaml
valeur_locative_immo_non_loue,individus,"Valeur locative, à l",120,128,mes-aides.gouv.fr/test_mes_aides_5438036f6c1222dc0d3ec937.yaml; mes-aides.gouv.fr/test_mes_aides_54818e47aad65891668c6d8c.yaml; mes-aides.gouv.fr/test_mes_aides_545a4dc2ffe6a1e044e6c2a2.yaml; ... et 117 autres
valeur_locative_terrains_non_loues,individus,"Valeur locative, à l",119,127,mes-aides.gouv.fr/test_mes_aides_5438036f6c1222dc0d3ec937.yaml; mes-aides.gouv.fr/test_mes_aides_54818e47aad65891668c6d8c.yaml; mes-aides.gouv.fr/test_mes_aides_545a4dc2ffe6a1e044e6c2a2.yaml; ... et 116 autres
valeur_patrimoine_loue,individus,Valeur des biens immobiliers et des terrains loués,1,1,formulas/ass_revenus_immo.yaml
valeur_terrains_non_loues,individus,Valeur des terrains possédés et non loués,3,11,formulas/patrimoine.yaml; formulas/cs/acs.yaml; formulas/aides_logement.yaml
year:2012:3,individus,,6,6,mes-aides.gouv.fr/test_mes_aides_54212b32fb35830200b31327.yaml; mes-aides.gouv.fr/test_mes_aides_54367da883a4916e4d5a13a3.yaml; mes-aides.gouv.fr/test_mes_aides_5421356afb35830200b3134c.yaml; ... et 3 autres
year:2014-04,individus,,2,5,formulas/ass_eligibilite.yaml; formulas/ass_abbattement.yaml
year:2017-04,individus,,1,4,formulas/ass_abbattement.yaml
year:2018-01,foyer_fiscal,,2,2,formulas/cs/acs.yaml; formulas/cs/cmu.yaml
zone_apl,menage,Zone APL,6,29,formulas/microsocial.yaml; cotisations_sociales_simulateur_IPP.yaml; formulas/aides_logement_etudiant.yaml; ... et 3 autres
